IMF1,IMF1Y
-90.34309099,-100.4326657
-100.4326657,-106.3756334
-106.3756334,-102.8799093
-102.8799093,-84.92184342
-84.92184342,-51.32685862
-51.32685862,-4.136609871
-4.136609871,45.73576816
45.73576816,81.23901415
81.23901415,77.56549338
77.56549338,39.23773313
39.23773313,-12.28180699
-12.28180699,-42.74661911
-42.74661911,-27.29416026
-27.29416026,9.83268308
9.83268308,31.04114208
31.04114208,12.48961488
12.48961488,-18.40500631
-18.40500631,-35.03032262
-35.03032262,-32.83376544
-32.83376544,-11.50978681
-11.50978681,16.79881769
16.79881769,36.93767339
36.93767339,35.59615978
35.59615978,8.571359966
8.571359966,-19.6429299
-19.6429299,-27.17808889
-27.17808889,-17.31279751
-17.31279751,-0.614753403
-0.614753403,13.67248965
13.67248965,23.0659616
23.0659616,26.01522432
26.01522432,16.25170823
16.25170823,-10.50977515
-10.50977515,-41.45677474
-41.45677474,-44.33519072
-44.33519072,-11.13086037
-11.13086037,35.94205787
35.94205787,57.47661813
57.47661813,34.97094497
34.97094497,-5.643442561
-5.643442561,-37.43669234
-37.43669234,-56.3198312
-56.3198312,-63.66407884
-63.66407884,-60.91967237
-60.91967237,38.98955199
38.98955199,43.72100941
43.72100941,45.30358566
45.30358566,43.11023096
43.11023096,36.02453996
36.02453996,23.26986209
23.26986209,6.153507485
6.153507485,-12.61277601
-12.61277601,-29.85166846
-29.85166846,-41.46590561
-41.46590561,-43.5591475
-43.5591475,-34.94275711
-34.94275711,-18.79525406
-18.79525406,0.635362779
0.635362779,18.75942397
18.75942397,30.90184243
30.90184243,33.70803717
33.70803717,29.00370303
29.00370303,19.52804635
19.52804635,7.918524791
7.918524791,-3.337078433
-3.337078433,-12.34967805
-12.34967805,-17.37986326
-17.37986326,-17.24754501
-17.24754501,-13.02871311
-13.02871311,-6.433846994
-6.433846994,0.799690641
0.799690641,7.091747446
7.091747446,11.61238191
11.61238191,13.78091312
13.78091312,13.29609139
13.29609139,10.18961344
10.18961344,4.975857869
4.975857869,-1.720298997
-1.720298997,-9.273980828
-9.273980828,-17.05361007
-17.05361007,-24.40080428
-24.40080428,-30.6504798
-30.6504798,-35.13755296
-35.13755296,-37.19117541
-37.19117541,-36.28927886
-36.28927886,-32.59138538
-32.59138538,-26.42885579
-26.42885579,-18.13305092
-18.13305092,-8.035331607
-8.035331607,3.532941323
3.532941323,16.10179853
16.10179853,28.64683666
28.64683666,40.00504383
40.00504383,49.01340818
49.01340818,54.50891782
54.50891782,55.5865368
55.5865368,52.33345142
52.33345142,44.93609845
44.93609845,33.54123332
33.54123332,18.67017243
18.67017243,2.342476219
2.342476219,-13.04773388
-13.04773388,-25.10633644
-25.10633644,-31.90943885
-31.90943885,-33.41406385
-33.41406385,-30.04263933
-30.04263933,-22.48021978
-22.48021978,-12.53832136
-12.53832136,-2.324781936
-2.324781936,6.048960478
6.048960478,10.92811092
10.92811092,12.48444655
12.48444655,11.38367234
11.38367234,8.405158621
8.405158621,4.223665623
4.223665623,-0.521520161
-0.521520161,-5.191112232
-5.191112232,-9.143734531
-9.143734531,-11.72965275
-11.72965275,-12.31507464
-12.31507464,-10.33833442
-10.33833442,-5.408218378
-5.408218378,2.112428792
2.112428792,11.13083542
11.13083542,20.4098532
20.4098532,28.71233383
28.71233383,34.80112902
34.80112902,37.43909045
37.43909045,35.6695401
35.6695401,29.65768102
29.65768102,19.84918653
19.84918653,6.689729948
6.689729948,-9.216333693
-9.216333693,-26.29259635
-26.29259635,-41.45466366
-41.45466366,-51.72585961
-51.72585961,-55.90968606
-55.90968606,-53.2362605
-53.2362605,-43.41573555
-43.41573555,-28.35483778
-28.35483778,-10.51404442
-10.51404442,7.646167291
7.646167291,23.6653201
23.6653201,35.44126862
35.44126862,42.30519481
42.30519481,43.9550704
43.9550704,40.44710449
40.44710449,33.14358667
33.14358667,23.73121223
23.73121223,13.76900714
13.76900714,4.305320307
4.305320307,-3.838863183
-3.838863183,-10.24133636
-10.24133636,-14.57958677
-14.57958677,-16.53110199
-16.53110199,-15.9610333
-15.9610333,-13.48985447
-13.48985447,-9.944372929
-9.944372929,-6.074747173
-6.074747173,-2.305870028
-2.305870028,1.0186821
1.0186821,3.555332807
3.555332807,4.960505686
4.960505686,4.987768567
4.987768567,-28.91802538
-28.91802538,-29.76772961
-29.76772961,-29.16156346
-29.16156346,-26.99940686
-26.99940686,-23.44792935
-23.44792935,-18.74029168
-18.74029168,-13.10965462
-13.10965462,-6.789178898
-6.789178898,-0.01202528
-0.01202528,6.988645487
6.988645487,13.96964071
13.96964071,20.64181093
20.64181093,26.68265863
26.68265863,31.76385726
31.76385726,35.55708026
35.55708026,37.7340011
37.7340011,37.96629322
37.96629322,36.02936685
36.02936685,32.11357939
32.11357939,26.51302499
26.51302499,19.52179782
19.52179782,11.43399205
11.43399205,2.543701835
2.543701835,-6.854978651
-6.854978651,-16.44916328
-16.44916328,-25.85079803
-25.85079803,-34.64494565
-34.64494565,-42.38430366
-42.38430366,-48.61347831
-48.61347831,-52.9367609
-52.9367609,-55.23787396
-55.23787396,-55.6228579
-55.6228579,-54.23746297
-54.23746297,-51.22547701
-51.22547701,-46.73022993
-46.73022993,-40.90175289
-40.90175289,-33.91688191
-33.91688191,-25.95915427
-25.95915427,-17.21210721
-17.21210721,-7.86504267
-7.86504267,1.866230985
1.866230985,11.74634992
11.74634992,21.53650258
21.53650258,30.99787743
30.99787743,39.89166293
39.89166293,47.97904752
47.97904752,55.02121966
55.02121966,60.7793678
60.7793678,65.01468041
65.01468041,67.48834594
67.48834594,67.96155283
67.96155283,66.24532329
66.24532329,62.3896958
62.3896958,56.65326803
56.65326803,49.334319
49.334319,40.73112774
40.73112774,31.14197328
31.14197328,20.86513464
20.86513464,10.19889084
10.19889084,-0.558479085
-0.558479085,-11.10869612
-11.10869612,-21.15830491
-21.15830491,-30.43523604
-30.43523604,-38.67700858
-38.67700858,-45.60883237
-45.60883237,-50.95231716
-50.95231716,-54.4763429
-54.4763429,-56.1388703
-56.1388703,-55.98241506
-55.98241506,-54.19859444
-54.19859444,-51.01616023
-51.01616023,-46.66382668
-46.66382668,-41.37030803
-41.37030803,-35.3664081
-35.3664081,-28.89128894
-28.89128894,-22.16817056
-22.16817056,-15.34814648
-15.34814648,-8.564278622
-8.564278622,-1.949628888
-1.949628888,4.362740807
4.362740807,10.23976855
10.23976855,15.54839244
15.54839244,20.15555056
20.15555056,23.928181
23.928181,26.77207682
26.77207682,28.748451
28.748451,29.95838423
29.95838423,30.5070081
30.5070081,30.50093004
30.50093004,30.04860978
30.04860978,29.25897013
29.25897013,28.2409339
28.2409339,27.1034239
27.1034239,25.93693406
25.93693406,24.75824277
24.75824277,23.56569956
23.56569956,22.35765394
22.35765394,21.13245543
21.13245543,19.88845355
19.88845355,18.6239978
18.6239978,17.33743771
17.33743771,16.01866487
16.01866487,14.6334183
14.6334183,13.17769566
13.17769566,11.65717369
11.65717369,10.07752916
10.07752916,8.444438856
8.444438856,6.763579529
6.763579529,5.04062795
5.04062795,3.281260886
3.281260886,1.491155104
1.491155104,-0.318253086
-0.318253086,-2.107821722
-2.107821722,-3.813979363
-3.813979363,-5.368487083
-5.368487083,-6.703105958
-6.703105958,-7.749597063
-7.749597063,-8.439721472
-8.439721472,-8.70524026
-8.70524026,-8.496339406
