DATE,IMF1
2015/7/23 0:00,-9.216333693
2015/7/24 0:00,-26.29259635
2015/7/25 0:00,-41.45466366
2015/7/26 0:00,-51.72585961
2015/7/27 0:00,-55.90968606
2015/7/28 0:00,-53.2362605
2015/7/29 0:00,-43.41573555
2015/7/30 0:00,-28.35483778
2015/7/31 0:00,-10.51404442
2015/8/1 0:00,7.646167291
2015/8/2 0:00,23.6653201
2015/8/3 0:00,35.44126862
2015/8/4 0:00,42.30519481
2015/8/5 0:00,43.9550704
2015/8/6 0:00,40.44710449
2015/8/7 0:00,33.14358667
2015/8/8 0:00,23.73121223
2015/8/9 0:00,13.76900714
2015/8/10 0:00,4.305320307
2015/8/11 0:00,-3.838863183
2015/8/12 0:00,-10.24133636
2015/8/13 0:00,-14.57958677
2015/8/14 0:00,-16.53110199
2015/8/15 0:00,-15.9610333
2015/8/16 0:00,-13.48985447
2015/8/17 0:00,-9.944372929
2015/8/18 0:00,-6.074747173
2015/8/19 0:00,-2.305870028
2015/8/20 0:00,1.0186821
2015/8/21 0:00,3.555332807
2015/8/22 0:00,4.960505686
2015/8/23 0:00,4.987768567
2015/8/24 0:00,-28.91802538
2015/8/25 0:00,-29.76772961
2015/8/26 0:00,-29.16156346
2015/8/27 0:00,-26.99940686
2015/8/28 0:00,-23.44792935
2015/8/29 0:00,-18.74029168
2015/8/30 0:00,-13.10965462
2015/8/31 0:00,-6.789178898
2015/9/1 0:00,-0.01202528
2015/9/2 0:00,6.988645487
2015/9/3 0:00,13.96964071
2015/9/4 0:00,20.64181093
2015/9/5 0:00,26.68265863
2015/9/6 0:00,31.76385726
2015/9/7 0:00,35.55708026
2015/9/8 0:00,37.7340011
2015/9/9 0:00,37.96629322
2015/9/10 0:00,36.02936685
2015/9/11 0:00,32.11357939
2015/9/12 0:00,26.51302499
2015/9/13 0:00,19.52179782
2015/9/14 0:00,11.43399205
2015/9/15 0:00,2.543701835
2015/9/16 0:00,-6.854978651
2015/9/17 0:00,-16.44916328
2015/9/18 0:00,-25.85079803
2015/9/19 0:00,-34.64494565
2015/9/20 0:00,-42.38430366
2015/9/21 0:00,-48.61347831
2015/9/22 0:00,-52.9367609
2015/9/23 0:00,-55.23787396
2015/9/24 0:00,-55.6228579
2015/9/25 0:00,-54.23746297
2015/9/26 0:00,-51.22547701
