DATE,IMF1,IMF1Y
2015/12/5,13.17769566,11.65717369
2015/12/6,11.65717369,10.07752916
2015/12/7,10.07752916,8.444438856
2015/12/8,8.444438856,6.763579529
2015/12/9,6.763579529,5.04062795
2015/12/10,5.04062795,3.281260886
2015/12/11,3.281260886,1.491155104
2015/12/12,1.491155104,-0.318253086
2015/12/13,-0.318253086,-2.107821722
2015/12/14,-2.107821722,-3.813979363
2015/12/15,-3.813979363,-5.368487083
2015/12/16,-5.368487083,-6.703105958
2015/12/17,-6.703105958,-7.749597063
2015/12/18,-7.749597063,-8.439721472
2015/12/19,-8.439721472,-8.70524026
2015/12/20,-8.70524026,-8.496339406
